No,Key,Summary_Description,label,indicator
323,DRILL-5356,"Refactor Parquet Record Reader - The Parquet record reader class is a key part of Drill that has evolved over time to become somewhat hard to follow.

A number of us are working on Parquet-related tasks and find we have to spend an uncomfortable amount of time trying to understand the code. In particular, this writer needs to figure out how to convince the reader to provide higher-density record batches.

Rather than continue to decypher the complex code multiple times, this ticket requests to refactor the code to make it functionally identical, but structurally cleaner. The result will be faster time to value when working with this code.

This is a lower-priority change and will be coordinated with others working on this code base. This ticket is only for the record reader class itself; it does not include the various readers and writers that Parquet uses since another project is actively modifying those classes.",ATD,viomod
324,GEODE-5849,"RemoveAll operation on client should not wrap the CacheClosedException (due to client shutdown) to ServerOperationException - The client removeAll operation failed with ServerOperationException as client cache is closing. org.apache.geode.cache.client.ServerOperationException: remote server on rs-FullRegression09040105a2i32xlarge-hydra-client-43(edgegemfire3_host1_19763:19763:loner):55926:c152d2bc:edgegemfire3_host1_19763: Region /testRegion removeAll at server applied partial keys due to exception. at org.apache.geode.internal.cache.LocalRegion.basicRemoveAll(LocalRegion.java:9795) at org.apache.geode.internal.cache.LocalRegion.removeAll(LocalRegion.java:9508) Caused by: org.apache.geode.cache.CacheClosedException: The cache is closed., caused by java.io.EOFException: The connection has been reset while reading the header at org.apache.geode.internal.cache.GemFireCacheImpl$Stopper.generateCancelledException(GemFireCacheImpl.java:1563) at org.apache.geode.cache.client.internal.PoolImpl.generatePoolOrCacheCancelledException(PoolImpl.java:1476) at org.apache.geode.cache.client.internal.PoolImpl.access$100(PoolImpl.java:77) at org.apache.geode.cache.client.internal.PoolImpl$PoolOrCacheStopper.generateCancelledException(PoolImpl.java:1377) at org.apache.geode.CancelCriterion.checkCancelInProgress(CancelCriterion.java:83) at org.apache.geode.cache.client.internal.OpExecutorImpl.handleException(OpExecutorImpl.java:655) at org.apache.geode.cache.client.internal.OpExecutorImpl.handleException(OpExecutorImpl.java:631) at org.apache.geode.cache.client.internal.OpExecutorImpl.execute(OpExecutorImpl.java:180) at org.apache.geode.cache.client.internal.OpExecutorImpl.execute(OpExecutorImpl.java:128) at org.apache.geode.cache.client.internal.PoolImpl.execute(PoolImpl.java:787) at org.apache.geode.cache.client.internal.RemoveAllOp.execute(RemoveAllOp.java:75) at org.apache.geode.cache.client.internal.RemoveAllOp.execute(RemoveAllOp.java:178) at org.apache.geode.cache.client.internal.ServerRegionProxy.removeAll(ServerRegionProxy.java:613) at org.apache.geode.internal.cache.LocalRegion.basicRemoveAll(LocalRegion.java:9770) ... 12 more Caused by: java.io.EOFException: The connection has been reset while reading the header at org.apache.geode.internal.cache.tier.sockets.Message.fetchHeader(Message.java:813) at org.apache.geode.internal.cache.tier.sockets.ChunkedMessage.readHeader(ChunkedMessage.java:198) at org.apache.geode.cache.client.internal.AbstractOp.processChunkedResponse(AbstractOp.java:333) at org.apache.geode.cache.client.internal.RemoveAllOp$RemoveAllOpImpl.processResponse(RemoveAllOp.java:290) at org.apache.geode.cache.client.internal.AbstractOp.attemptReadResponse(AbstractOp.java:198) at org.apache.geode.cache.client.internal.AbstractOp.attempt(AbstractOp.java:386) at org.apache.geode.cache.client.internal.ConnectionImpl.execute(ConnectionImpl.java:276) at org.apache.geode.cache.client.internal.pooling.PooledConnection.execute(PooledConnection.java:325) at org.apache.geode.cache.client.internal.OpExecutorImpl.executeWithPossibleReAuthentication(OpExecutorImpl.java:894) at org.apache.geode.cache.client.internal.OpExecutorImpl.execute(OpExecutorImpl.java:171) ... 18 more Current bulk operation has two steps for partitioned region. First, it uses single hop mechanism to send smaller maps to different severs based on primary bucket location. If this step failed with some reason like primary bucket moved or server is crashed, bulk operation will retry each failed smaller map to all the nodes one by one. After the first retry server failed, however, the client checks if client itself is being closed before trying to the next server. If it is, it will throw CacheClosedException for the operation. Product should not wrap this CacheClosedException to ServerOperationException.",ATD,viomod
325,KAFKA-9712,"Reflections library 0.9.12 introduced in 2.5 causes regression scanning for plugins on plugin_path - Reflections v0.9.12 was introduced in 2.5 branch to remove Guava dependency - https://issues.apache.org/jira/browse/KAFKA-3061

This version, however, contains a [bug|https://github.com/ronmamo/reflections/issues/273] that will cause regression when scanning for plugins if the `plugins_path` specified does not contain valid plugins. The case where we were able to repro this, the `plugins_path` was misconfigured to point to `~/.ssh` which contained unrelated files but no plugins. Further testing is needed to figure out if it will repro for other cases such as empty directory, combination of valid and invalid plugins in directory, just some types of plugins and not others in directory, etc.


{code}
[2020-03-12 18:07:01,045] INFO Loading plugin from: /home/ducker/.ssh (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader)
[2020-03-12 18:07:01,047] DEBUG Loading plugin urls: [] (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader)
[2020-03-12 18:07:01,062] ERROR Stopping due to error (org.apache.kafka.connect.cli.ConnectDistributed)
org.reflections.ReflectionsException: Scanner SubTypesScanner was not configured
        at org.reflections.Store.get(Store.java:39)
        at org.reflections.Store.get(Store.java:61)
        at org.reflections.Store.get(Store.java:46)
        at org.reflections.Store.getAll(Store.java:93)
        at org.reflections.Reflections.getSubTypesOf(Reflections.java:404)
        at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.getPluginDesc(DelegatingClassLoader.java:342)
        at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.scanPluginPath(DelegatingClassLoader.java:327)
        at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.scanUrlsAndAddPlugins(DelegatingClassLoader.java:260)
        at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.registerPlugin(DelegatingClassLoader.java:252)
        at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.initPluginLoader(DelegatingClassLoader.java:221)
        at org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader.initLoaders(DelegatingClassLoader.java:198)
        at org.apache.kafka.connect.runtime.isolation.Plugins.<init>(Plugins.java:60)
        at org.apache.kafka.connect.cli.ConnectDistributed.startConnect(ConnectDistributed.java:91)
        at org.apache.kafka.connect.cli.ConnectDistributed.main(ConnectDistributed.java:78)
{code}
",ATD,viomod
326,CASSANDRA-14737,"Limit the dependencies used by UDFs/UDAs - In an effort to clean up our hygiene and limit the dependencies used by UDFs/UDAs, I think we should refactor the UDF code parts and remove the dependency to the Java Driver in that area without breaking existing UDFs/UDAs.
 Â 
The patchÂ is in [this branch|https://github.com/snazy/cassandra/tree/feature/remove-udf-driver-dep-trunk]. The changes are rather trivial and provide 100% backwards compatibility for existing UDFs.
 Â 
 The prototype copies the necessary parts from the Java Driver into the C* source tree to {{org.apache.cassandra.cql3.functions.types}}Â and adopts its usages - i.e. UDF/UDA code plus {{CQLSSTableWriter}}Â + {{StressCQLSSTableWriter}}. The latter two classes have a reference to UDF's {{UDHelper}}Â and had to be changed as well.
 Â 
 Some functionality, like type parsing & handling, is duplicated in the code base with this prototype - once in the ""current"" source tree and once for UDFs. However, unifying the code paths is not trivial, since the UDF sandbox prohibits the use of internal classes (direct and likely indirect dependencies).
 Â 
 /cc [~jbellis]Â 
 Â ",ATD,viomod
327,LUCENE-5249,"All Lucene/Solr modules should use the same dependency versions - [~markrmiller@gmail.com] wrote on the dev list:

{quote}
I'd like it for some things if we actually kept the versions somewhere else - for instance, Hadoop dependencies should match across the mr module and the core module.

Perhaps we could define versions for dependencies across multiple modules that should probably match, in a prop file or ant file and use sys sub for them in the ivy files.

For something like Hadoop, that would also make it simple to use Hadoop 1 rather than 2 with a single sys prop override. Same with some other depenencies.
{quote}
",ATD,obstech
328,KAFKA-15521,"Refactor build.gradle to align gradle swagger plugin with swagger dependencies - We use both the Swagger Gradle plugin ""io.swagger.core.v3.swagger-gradle-plugin"" and 2 Swagger dependencies swaggerAnnotations and swaggerJaxrs2. The version for the Gradle plugin is in build.gradle while the version for the dependency is in gradle/dependencies.gradle.

When we upgrade the version of one or the other it sometimes cause build breakages, for example https://github.com/apache/kafka/pull/13387 and https://github.com/apache/kafka/pull/14464

We should try to have the version defined in a single place to avoid breaking the build again.

",ATD,viomod
329,KAFKA-16001,"Migrate ConsumerNetworkThreadTest away from ConsumerTestBuilder - We should:
 # Remove spy calls to the dependencies
 # Remove ConsumerNetworkThreadTest",ATD,viomod
330,SPARK-37244,"Build and test on Python 3.10 - Python 3.10 introduced breaking changes. We need to update PySpark.
- https://docs.python.org/3/whatsnew/3.10.html

For example, the following.
{code}
>>> from collections import Callable
<stdin>:1: DeprecationWarning: Using or importing the ABCs from 'collections' instead of from 'collections.abc' is deprecated since Python 3.3, and in 3.10 it will stop working
{code}

This is targeting Apache Spark 3.3.0 in 2022.",ATD,obstech
331,GEODE-5189,"Refactor SessionReplicationIntegrationJUnitTest to not require PerTestClassLoaderRunner - Log4j2 versions 2.8 and higher will error when classloaders are split as they are in the PerTestClassLoaderRunner. This runner class should be removed, with the single test class consuming it refactored to not require it. This may require conversion to a DUnit test rather than an Integration test.",ATD,viomod
332,KAFKA-12856,"Upgrade Jackson to 2.12.3 - 2.10.x is no longer supported, so we should move to 2.12 for the 3.0 release.",ATD,obstech
333,SPARK-22214,Refactor the list hive partitions code - Refactor the code for list hive partitions,ATD,viomod
334,KAFKA-14274,"Introduce FetchRequestManager to integrate fetch into new consumer threading refactor - The {{Fetcher}} class is used internally by the {{KafkaConsumer}}Â to fetch records from the brokers. There is ongoing work to create a new consumer implementation with a significantly refactored threading model. The threading refactor work requires a similarly refactored {{{}Fetcher{}}}.

This task is to introduce a new class named {{FetchRequestManager}} that will be responsible for:
 # Formatting fetch requests to the background thread
 # Configuring the callback on fetch responses for the background thread

The response handler will collect the fetch responses from the broker and create {{{}CompletedFetch{}}}, instances, much as is done in {{{}Fetcher{}}}. The newly introduced {{FetchUtils}} will be used for both {{FetchRequestManager}} and {{Fetcher}} to keep the logic as reusable as possible.

The foreground logic will decompress the data into a {{{}Record{}}}, which will then be deserialized into a {{ConsumerRecord}} for returning to the user.",ATD,viomod
335,KAFKA-5862,Remove ZK dependency from Streams reset tool - https://cwiki.apache.org/confluence/display/KAFKA/KIP-198%3A+Remove+ZK+dependency+from+Streams+Reset+Tool,ATD,viomod
336,CAMEL-19597,"Upgrade dependencies before 4.0 GA - Lets see if we can upgrade some more of these dependencies
https://gist.github.com/jamesnetherton/023a95668adbed8beb3271667ee398f4",ATD,obstech
337,CAMEL-16643,camel-saxon: Remove the dependency to xslt-saxon - It should be possible to remove the dependency to camel-xslt-saxon by moving the tests out from camel-saxon.,ATD,viomod
338,CAMEL-15169,"camel-hdfs: does not work (on Camel Kafka Connector) due to dependencies conflicts - This is a problem that was originally referenced on the [Camel Kafka Connector issue #263 on Github|https://github.com/apache/camel-kafka-connector/issues/263] and describes a problem trying to load the HDFS connector on the Kafka Connect runtime. 

Â ---

It seems that the HDFS Connector cannot be loaded due to conflicts between the dependencies used by the component and the ones available on the connect runtime.

Without manipulating the classpath, loading the dependencies fail because a dependency carried by either one of them does not seem to contain the getProperties on the Application class (which comes from {{javax.ws.rs:javax.ws.rs-api}}). Manipulating the classpath to include this library and/or exclude specific dependencies cause the connector to fail to load due to other classpath related issues (ie.: {{ClassNotFoundException}}).

---

According to the discussion on the ticket, it may be more suitable to perform the fix on the Camel HDFS component. Therefore, raising this issue.",ATD,viomod
339,CAMEL-19424,Upgrade MicroProfile component versions - There are a few MicroProfile / SmallRye dependency upgrades that we can do to get back into better alignment for Camel Quarkus.,ATD,obstech
340,CASSANDRA-16605,"The dependencies in the Cassandra DEB package prevent installation on Ubuntu 20.04+ - The DEB package for Cassandra has a dependency on 'python >= 2.7'.

In Ubuntu 18.04 there is a package called 'python' which installs python2.7.

This package has been removed in Ubuntu 20.04 so the dependency cannot be satisified.

Â 

Proposed solution:

Change the dependency 'python >= 2.7' to something like 'python2 >= 2.7 OR python3 >= 3.6'.",ATD,obstech
341,CAMEL-14612,camel-json-validator - update version - We need to update version to support json schema drafts >4. Currently it supports to draft-04.,ATD,obstech
342,SPARK-10421,"tachyon dependency can leak different curator artifact versions - tachyon-client depends on an older version of curator; core/pom.xml excludes certain dependencies, but misses at least one (org.apache.curator:curator-framework), which, depending on the maven version being used, might leak into the classpath and override the version of curator-framework pulled transitively from other dependencies. Sadness ensues.",ATD,viomod
343,KAFKA-4060,"Remove ZkClient dependency in Kafka Streams - In Kafka Streams we need to dynamically create or update those internal topics (i.e. repartition topics) upon rebalance, inside {{InternalTopicManager}} which is triggered by {{StreamPartitionAssignor}}. Currently we are using {{ZkClient}} to talk to ZK directly for such actions.

With create and delete topics request merged in by [~granthenke] as part of KIP-4, we should now be able to remove the ZkClient dependency and directly use these requests.

Related: 
1. KIP-4. https://cwiki.apache.org/confluence/display/KAFKA/KIP-4+-+Command+line+and+centralized+administrative+operations

2. Consumer Reblance Protocol. https://cwiki.apache.org/confluence/display/KAFKA/Kafka+Client-side+Assignment+Proposal",ATD,viomod
344,KAFKA-14572,"Migrate EmbeddedKafkaCluster used by Streams integration tests from EmbeddedZookeeper to KRaft - ZK will be removed in 4.0, and we need to update our test to switch to ZK to KRaft.",ATD,viomod
345,CASSANDRA-19793,[Analytics] Split the Cassandra type logic out from CassandraBridge so it can be utilized without the Spark dependency. - The CassandraBridge is a monolithic class that bridges to Cassandra but for other use cases it is beneficial to access the Cassandra types independently to deserialize Cassandra data. By splitting out the Cassandra types into a separate object we can utilize Cassandra types for deserializing Cassandra raw ByteBuffers decoupled from the Spark dependency.,ATD,viomod
346,CASSANDRA-2982,"Refactor secondary index api - Secondary indexes currently make some bad assumptions about the underlying indexes.

1. That they are always stored in other column families.
2. That there is a unique index per column

In the case of CASSANDRA-2915 neither of these are ATD.  The new api should abstract the search concepts and allow any search api to plug in.

Once the code is refactored and basically pluggable we can remove the IndexType enum and use class names similar to how we handle partitioners and comparators.

Basic api is to add a SecondaryIndexManager that handles different index types per CF and a SecondaryIndex base class that handles a particular type implementation.

This requires major changes to ColumnFamilyStore and Table.IndexBuilder",ATD,viomod
347,SPARK-27823,"Add an abstraction layer for accelerator resource handling to avoid manipulating raw confs - In SPARK-27488, we extract resource requests and allocation by parsing raw Spark confs. This hurts readability because we didn't have the abstraction at resource level. After we merge the core changes, we should do a refactoring and make the code more readable.

See https://github.com/apache/spark/pull/24615#issuecomment-494580663.",ATD,viomod
348,SPARK-13944,"Separate out local linear algebra as a standalone module without Spark dependency - Separate out linear algebra as a standalone module without Spark dependency to simplify production deployment. We can call the new module mllib-local, which might contain local models in the future.

The major issue is to remove dependencies on user-defined types.

The package name will be changed from mllib to ml. For example, Vector will be changed from `org.apache.spark.mllib.linalg.Vector` to `org.apache.spark.ml.linalg.Vector`. The return vector type in the new ML pipeline will be the one in ML package; however, the existing mllib code will not be touched. As a result, this will potentially break the API. Also, when the vector is loaded from mllib vector by Spark SQL, the vector will automatically converted into the one in ml package.
",ATD,viomod
349,CASSANDRA-17034,"CEP-11: Memtable API implementation - Pluggable memtable API as described in [CEP-11|https://cwiki.apache.org/confluence/display/CASSANDRA/CEP-11%3A+Pluggable+memtable+implementations].

Â 

Initial version is already available in [this branch|https://github.com/datastax/cassandra/tree/memtable-api], and needs to be updated to the changes in trunk. Two additional features suggested by CEP reviewers are also to be implemented:
 * Sharding support: extending the memtable owner interface to supply suitable shard boundaries that split the owned token space and are in agreement with disk boundaries.
 * Shared read API with sstables: defining a common interface for reading partitions from memtables and sstables; this is to include filters to avoid unnecessary copying.",ATD,viomod
350,GEODE-3343,"Refactor GemfireDataCommandsDUnitTest to use test rules - {{GemfireDataCommandsDUnitTest}} is using {{CliCommandTestBase}}, which is a deprecated class. It should be refactored to use more current test rules.",ATD,viomod
351,CAMEL-4708,"camel-script - Remove dependency on Spring JARs - We should remove dependency on Spring JARs as camel-script only uses a tiny area of Spring, which is its its Resource abstraction.
We have this in camel-core now as well.",ATD,viomod
352,CAMEL-11345,"Remove dependency on spring-core from gRPC component - As far as I can tell, Spring is only used in the gRPC component to pull in some utility classes:

org.springframework.util.ObjectUtils
org.springframework.util.ReflectionUtils

Can we not replace these with equivalent Camel util classes?",ATD,viomod
353,CASSANDRA-2998,"Remove dependency on old version of cdh3 in any builds - This is nothing against cloudera or cdh.

For a time we had depended on a version of cdh3 which included a fix required to make hadoop output streaming work with Cassandra.  However, in 0.8.x, output streaming support has been removed.  We should therefore remove dependency on the cloudera maven repo and cdh and replace them with hadoop-0.20.203 or whatever the current stable release is for hadoop for the build.

This likely just involves removing the cloudera maven repo and replacing the cdh maven build dependencies with apache stable release dependencies.  This would be in the main build.xml.  Worth checking would be the dependencies in the examples and/or contrib modules.",ATD,obstech
354,CAMEL-18903,Upgrade swagger-core in camel-openapi-java to support jakarta namespace - Use swagger-core-jakarta aftifact to remove javax.xml.bind dependency in swagger-core.,ATD,obstech
355,SPARK-5469,Break sql.py into multiple files - It is getting pretty long (2800 loc).,ATD,viomod
356,CAMEL-16381,"camel-dependencies - Move OSGi dependencies to camel-karaf - We have a number of dependencies (version numbers in properties section) in parent/pom.xml that we should move to camel-karaf to its own pom.xml file.

For example all the felix dependencies.",ATD,viomod
357,KAFKA-5702,"Refactor StreamThread to separate concerns and enable better testability - {{StreamThread}} does a lot of stuff, i.e., managing and creating tasks, getting data from consumers, updating standby tasks, punctuating, rebalancing etc. With the current design it is extremely hard to reason about and is quite tightly coupled. We need to start to tease out some of the separate concerns from StreamThread, ie, TaskManager, RebalanceListener etc.",ATD,viomod
358,SPARK-11541,"Break JdbcDialects.scala into multiple files and mark various dialects as private - We are getting quite a few contributions here. Breaking it down can reduce merge conflicts.
",ATD,viomod
359,SPARK-7543,Break dataframe.py into multiple files - dataframe.py is getting large again. We should just make each class its own file.,ATD,viomod
360,CASSANDRA-4495,"Don't tie client side use of AbstractType to JDBC - We currently expose the AbstractType to java clients that want to reuse them though the cql.jdbc.* classes. I think this shouldn't be tied to the JDBC standard. JDBC was make for SQL DB, which Cassandra is not (CQL is not SQL and will never be). Typically, there is a fair amount of the JDBC standard that cannot be implemented with C*, and there is a number of specificity of C* that are not in JDBC (typically the set and maps collections). So I propose to extract simple type classes with just a compose and decompose method (but without ties to jdbc, which would allow all the jdbc specific method those types have) in the purpose of exporting that in a separate jar for clients (we could put that in a org.apache.cassandra.type package for instance). We could then deprecate the jdbc classes with basically the same schedule than CQL2. Let me note that this is *not* saying there shouldn't be a JDBC driver for Cassandra.",ATD,viomod
361,CASSANDRA-11948,"Wrong ByteBuffer comparisons in TimeTypeTest - The last three tests in org.apache.cassandra.db.marshal.TimeTypeTest compare the returned values of AbstractType.compare() with -1 or 1. However,  AbstractType.compare() is supposed to return a negative integer, zero, or a positive integer, and it does not necessarily return -1 or 1.",ATD,viomod
362,CASSANDRA-4277,"hsha default thread limits make no sense, and yaml comments look confused - The cassandra.yaml states with respect to {{rpc_max_threads}}: {code} # For the Hsha server, the min and max both default to quadruple the number of # CPU cores. {code} The code seems to indeed do this. But this makes, as far as I can tell, no sense what-so-ever since the number of concurrent RPC threads you need is a function of the throughput and the average latency of requests (that includes synchronously waiting on network traffic). Defaulting to anything having to do with CPU cores seems inherently wrong. If a default is non-static, a closer guess might be to look at thread stack size and heap size and infer what ""might"" be reasonable. *NOTE*: The effect of having this too low, is ""strange"" (if you don't know what's going on) latencies observed form the client on all thrift requests (*any* thrift request, including e.g. {{describe_ring()}}), that isn't visible in any latency metric exposed by Cassandra. This is why I consider this ""major"", since unwitting users may be seeing detrimental performance for no good reason. In addition, I read this about async: {code} # async -> Nonblocking server implementation with one thread to serve # rpc connections. This is not recommended for high throughput use # cases. Async has been tested to be about 50% slower than sync # or hsha and is deprecated: it will be removed in the next major release. {code} This makes even less sense. Running with *one* rpc thread limits you to a single concurrent request. How was that 50% number even attained? By single-node testing being completely CPU bound locally on a node? The actual effect should be ""stupidly slow"" in any real situation with lots of requests on a cluster of many nodes and network traffic (though I didn't test that) - especially in the event of any kind of hiccup like a node doing GC. I agree that if the above is true, async should *definitely* be deprecated, but the reasons seem *much* stronger than implied. I may be missing something here, in which case I apologize,, but I specifically double-checked after I fixed this setting on on our our clusters after seeing exactly the expected side-effect of having it be too low. I always was under the impression that rpc_max_threads affects the number of RPC requests running concurrently, and code inspection (it being used for the worker thread limit) + the effects of client-observed latency is consistent with my understanding. I suspect the setting was set strangely by someone because the phrasing of the comments in {{cassandra.yaml}} strongly suggest that this should be tied to CPU cores, hiding the fact that this really has to do with the number of requests that can be serviced concurrently regardless of implementation details of thrift/networking being sync/async/etc.",ATD,viomod
363,SPARK-16074,"Expose VectorUDT/MatrixUDT in a public API - Both VectorUDT and MatrixUDT are private APIs, because UserDefinedType itself is private in Spark. However, in order to let developers implement their own transformers and estimators, we should expose both types in a public API to simply the implementation of transformSchema, transform, etc. Otherwise, they need to get the data types using reflection.

Note that this doesn't mean to expose VectorUDT/MatrixUDT classes. We can just have a method or a static value that returns VectorUDT/MatrixUDT instance with DataType as the return type. There are two ways to implement this:
1. following DataTypes.java in SQL, so Java users doesn't need the extra ""()"".
2. Define DataTypes in Scala.",ATD,viomod
364,CAMEL-7760,"WELD-001409: Ambiguous dependencies for type CdiCamelContext - Trying to bootstrap camel in a @singleton @startup bean with enabled CDI leads to a deployment exception.

 Ambiguous dependencies for type CdiCamelContext with qualifiers @Default
 - org.apache.camel.cdi.internal.CamelContextBean@35921a07,
  - Managed Bean [class org.apache.camel.cdi.CdiCamelContext] with qualifiers [@Any @Default]

The only way to workaround this, is to implement a custom Cdi-Extension to veto the bean in question.

Here is a demo-app: https://github.com/myfear/CamelEE7/
(including workaround)

The deployment exception:
https://gist.github.com/myfear/40bfc75c292dafa7ba64

This should be solved in order to make it easier to use Camel on EE servers with CDI integration.",ATD,viomod
365,CAMEL-7319,"Dead not working JUnittest testUsingJavaExtensions - The test testUsingJavaExtensions in camel-core/src/test/java/org/apache/camel/builder/xml/XPathTest.java is ""dead"" since checkin git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@824639 13f79535-47bb-0310-9956-ffa450edef68 if you enable xalan on testing classpath.",ATD,obstech
366,KAFKA-6445,Remove deprecated metrics in 2.0 - As part of KIP-225 we've replaced a metric and deprecated the old one. We should remove these metrics in 2.0.0 this Jira is to track all of the metrics to remove in 2.0.0.,ATD,obstech
367,SPARK-11194,"Use a single URLClassLoader for jars added through SQL's ""ADD JAR"" command - Right now, we stack a new URLClassLoader when a user add a jar through SQL's add jar command. This approach can introduce issues caused by the ordering of added jars when a class of a jar depends on another class of another jar.

For example,
{code}
ClassLoader1 for Jar1.jar (A.class)
   |
   |----- ClassLoader2 for Jar2.jar (B.class depending on A.class)
{code}
In this case, when we lookup class B, we will not be able to find class A because Jar2 is the parent of Jar1.",ATD,viomod
368,CASSANDRA-16138,"Refactor Local Ring Management - Token ring management is one of the most critical parts of Cassandra, yet one of the most overlooked. Some of the problems include but are not limited to: * Complexity (ie. [pending range calculation|https://github.com/apache/cassandra/blob/8ba163f25a56cb507e621b89b6928c2aef0ecc57/src/java/org/apache/cassandra/locator/TokenMetadata.java#L878]) * Inefficiency (ie. [pending range calculation|https://github.com/apache/cassandra/blob/8ba163f25a56cb507e621b89b6928c2aef0ecc57/src/java/org/apache/cassandra/locator/TokenMetadata.java#L878], [AbstractReplicationStrategy.getAddressReplicas|https://github.com/apache/cassandra/blob/33eada06a6dd3529da644377dba180795f522176/src/java/org/apache/cassandra/locator/AbstractReplicationStrategy.java#L233]) * Prone to race conditions (ie. [here|https://github.com/apache/cassandra/blob/8ba163f25a56cb507e621b89b6928c2aef0ecc57/src/java/org/apache/cassandra/locator/ReplicaLayout.java#L198]) * Poor modularity and consistency (ie. natural replicas computed from [NetworkTopologyStrategy|https://github.com/apache/cassandra/blob/8ba163f25a56cb507e621b89b6928c2aef0ecc57/src/java/org/apache/cassandra/locator/NetworkTopologyStrategy.java] and pending replicas computed from [TokenMetadata|https://github.com/apache/cassandra/blob/8ba163f25a56cb507e621b89b6928c2aef0ecc57/src/java/org/apache/cassandra/locator/TokenMetadata.java#L1271]) * Insufficient testing (due to complexity and poor modularity) These limitations make it difficult to reliably fix bugs like properly supporting node replacement with the same IP address (CASSANDRA-12344), add improvements such as safe ring membership changes, support for networking via identity instead of IP (CASSANDRA-15823) or add new features such as dynamic virtual nodes. This ticket aims at refactoring the ring management sub-module (namely TokenMetadata and related classes) to address most of its current limitations in order to support further improvements and new features. Some of the requirements of the proposed refactoring are: # Make node-local ring representation fully immutable and snapshottable. # Add content-based versioning to uniquely identify a ring snapshot throughout the cluster. # Make token ring management vnode-centric to support membership operations on individual tokens and simplify token assignment calculations. # Primarily identify ring endpoints by node ID to decouple a node's identity from its IP address. # Add a local publish/subscribe mechanism for ring change notifications, so other modules can subscribe to it and receive the newest snapshot of the ring after membership changes. # Add testing framework to verify correctness of ring membership operations. # Ensure the refactored sub-module does not change current behavior via comprehensive testing.",ATD,viomod
369,KAFKA-766,"Isr shrink/expand check is fragile - Currently the isr check is coupled tightly with the produce batch size. For example, if the producer batch size is 10000 messages and isr check is 4000 messages, we continuously oscillate between shrinking isr and expanding isr every second. This is because a single produce request throws the replica out of the isr. This results in hundreds of calls to ZK (we still dont have multi write). This can be alleviated by making the producer batch size smaller than the isr check size. Going forward, we should try to not have this coupling. It is worth investigating if we can make the check more robust under such scenarios.",ATD,viomod
